school,other,ticket_sales,year,total_revenues,student_fees,contributions,rights_and_licensing,school_funds
Louisiana-Monroe,3844471,573517,2012,11323485,296701,1152189,1043958,4412649
Louisiana-Monroe,3083582,429748,2011,11661727,346970,1427046,976571,5397810
Louisiana-Monroe,3078621,469779,2010,10752992,362045,1492168,1070187,4280192
Louisiana-Monroe,2263773,425360,2009,10219451,351161,1264498,1012265,4902394
Louisiana-Monroe,2452844,568163,2008,9413381,352599,878402,841936,4319437
Louisiana-Monroe,2934678,380909,2007,9030596,361270,868924,664475,3820340
Louisiana-Monroe,1856772,450434,2006,7604942,0,834546,732488,3730702
Louisiana-Monroe,1767813,332954,2005,6652372,0,995303,640445,2915857
Western Illinois,1286465,126439,2014,12098077,3855594,317470,1248808,5263301
Western Illinois,911347,136841,2013,11655872,3827519,501640,1090987,5187538
Western Illinois,857359,128455,2012,11240297,3728030,459164,1109275,4958014
Western Illinois,976375,116853,2011,10832654,3409457,469719,1028964,4831286
Western Illinois,681317,126932,2010,10019205,2976562,490056,904629,4839709
Western Illinois,847223,165191,2009,9551525,2546806,426618,949251,4616436
Western Illinois,1159106,123331,2008,9328216,2228122,505002,964809,4347846
Western Illinois,926539,123765,2007,7785468,1933807,380692,604707,3815958
Western Illinois,1041131,189165,2005,7345487,1704620,507029,529457,3374085
Austin Peay,1822887,155783,2014,12091296,2084531,1062980,1094898,5870217
Austin Peay,1173942,181489,2013,10664764,2104899,934971,1035168,5234295
Austin Peay,1056094,199895,2012,9974252,2244829,697504,1045033,4730897
Austin Peay,1268603,178452,2011,9461052,2141923,701207,966872,4203995
Austin Peay,635082,177338,2010,7406040,1866009,278025,450600,3998986
Austin Peay,383189,146839,2009,7459360,1858274,368517,838554,3863987
Austin Peay,232688,421243,2008,6643007,1801471,476787,296296,3414522
Austin Peay,404843,176696,2007,5542833,1050265,553677,339451,3017901
Austin Peay,181124,181651,2006,4890756,855754,340143,355245,2976839
Austin Peay,184582,180024,2005,4375378,767350,253342,429388,2560692
Northwestern State La,1466358,439038,2014,11996507,731111,1167147,1299527,6893326
Northwestern State La,1467043,281146,2013,11767380,771081,1038458,1365514,6844138
Northwestern State La,1286938,261930,2012,11078472,775963,1030762,1266208,6456671
Northwestern State La,1232048,249186,2011,10279312,782771,838591,1113566,6063150
Northwestern State La,1224259,256386,2010,10156663,789617,1184750,922777,5778874
Northwestern State La,550723,285684,2009,9793670,766779,910253,986997,6293234
Northwestern State La,1018260,237695,2008,9319750,694193,771369,822134,5776099
Northwestern State La,1362314,260340,2007,8395387,0,1065910,928492,4778332
Northwestern State La,597784,253284,2006,6930578,0,1043604,653818,4382088
Northwestern State La,594254,257912,2005,6183405,0,571326,657698,4102215
Northern Kentucky,793512,132220,2014,11951519,0,514289,397512,10113986
Northern Kentucky,722363,98873,2013,11183718,0,718009,339705,9304768
Oakland,979473,142588,2014,11891893,0,627419,802027,9340386
Oakland,1055175,121167,2013,12720263,0,505233,967912,10070776
Oakland,901997,162576,2012,10646898,0,552696,840856,8188773
Oakland,1039814,127357,2011,10390958,0,503002,678837,8041948
Oakland,901517,108042,2010,10117337,0,313942,705969,8087867
Oakland,922659,131281,2009,9557984,0,421018,522883,7560143
Oakland,774094,78822,2008,8632924,0,343286,532975,6903747
Oakland,978076,63936,2007,8148941,0,568234,376567,6162128
Oakland,557560,86606,2006,7355802,511174,317819,460874,5421769
Oakland,768178,78257,2005,6290976,491513,349696,503388,4099944
Texas-Arlington,579406,199548,2014,11781630,5279103,276365,573465,4873743
Texas-Arlington,513301,317440,2013,11411262,5587053,294300,554751,4144417
Texas-Arlington,572361,70310,2012,9714229,5715432,213371,261802,2880953
Texas-Arlington,567161,43572,2011,9292642,5587223,342972,355565,2396149
Texas-Arlington,445795,44312,2010,8595810,5034088,155389,404100,2512126
Texas-Arlington,434989,36613,2009,7757022,4520238,170745,303309,2291128
Texas-Arlington,472121,42125,2008,7257266,4375535,174707,358607,1834171
Texas-Arlington,336934,34291,2007,6733775,4454566,174129,352044,1381811
Texas-Arlington,338851,35759,2006,6359684,4772591,226689,261224,724570
Texas-Arlington,327738,35359,2005,5861369,4697410,196001,235182,369679
Central Arkansas,1036628,426030,2014,11750081,4838092,251880,1275249,3922202
Central Arkansas,1137772,463136,2013,10769990,4913412,349266,1149199,2757205
Central Arkansas,1092739,417504,2012,9838868,4973184,295295,326131,2734015
Central Arkansas,640375,412341,2011,9242748,5053343,280341,199584,2656764
Central Arkansas,799035,412493,2010,8388447,3896835,99686,189706,2990692
Central Arkansas,626260,432114,2009,8066923,3796589,273346,250290,2688324
Central Arkansas,474473,487388,2008,7529641,3236172,397418,96146,2838044
Central Arkansas,399238,393879,2007,6938054,3225929,209197,41797,2668014
Central Arkansas,382535,321375,2006,5642254,3076044,208181,194126,1459993
Central Arkansas,160808,206391,2005,5728442,2795128,496966,1258738,810411
Tennessee State,928242,534726,2014,11715972,2001730,378972,1227414,6644888
Tennessee State,818000,688853,2013,12705170,2003058,589091,877311,7728857
Tennessee State,966939,467486,2012,11011386,2082334,335855,808941,6349831
Tennessee State,1295003,521844,2011,10925664,1926641,336133,896823,5949220
Tennessee State,900648,691005,2010,9607967,1536355,210171,706004,5563784
Tennessee State,504543,966062,2009,8862324,1636281,189306,678014,4888118
Tennessee State,562585,971581,2008,9448799,1610472,106833,747194,5450134
Tennessee State,641485,1011738,2007,8758805,1437470,117991,707729,4842392
Tennessee State,816864,850944,2006,8318948,1441472,225562,532836,4451270
Tennessee State,656097,897365,2005,7188381,963524,294670,491129,3885596
Southeastern Louisiana,1533159,473517,2014,11498884,1388837,1056203,1915275,5131893
Southeastern Louisiana,1590583,358458,2013,10922554,1402928,875694,1562554,5132337
Southeastern Louisiana,1576217,218471,2012,10858098,1453850,781945,1173452,5654163
Southeastern Louisiana,1354162,234783,2011,11415546,68819,413287,1692856,7651639
Southeastern Louisiana,1088421,257847,2010,9600226,0,495668,1076703,6681587
Southeastern Louisiana,934862,260966,2009,9999295,0,506027,770591,7526849
Southeastern Louisiana,1139140,294058,2008,8836661,0,926560,862581,5614322
Southeastern Louisiana,1006009,357546,2007,7550924,2861835,905624,1174635,1245275
Southeastern Louisiana,446352,398477,2006,7058354,0,920675,1000450,4292400
Southeastern Louisiana,617625,523310,2005,7620681,0,1093594,1099199,4286953
Missouri-Kansas City,406698,98470,2014,11467677,1229782,1063036,307397,8362294
Missouri-Kansas City,397463,83847,2013,11235112,1206688,848664,401557,8296893
Missouri-Kansas City,340011,61515,2012,9331010,1187356,856588,515240,6370300
Missouri-Kansas City,289745,71125,2011,9001051,1166871,998005,275927,6199378
Missouri-Kansas City,389532,103411,2010,11076541,1126294,1672384,310772,7474148
Missouri-Kansas City,328328,91406,2009,8468961,1074135,1017404,253349,5704339
Missouri-Kansas City,235507,142379,2008,8918613,999303,1386805,474043,5680576
Missouri-Kansas City,333565,162708,2007,6492989,945740,797956,352484,3900536
Missouri-Kansas City,278788,173509,2006,6708494,934702,1013450,285901,4022144
Missouri-Kansas City,274850,373356,2005,6748624,662873,911949,56149,4469447
Cleveland State,376953,274739,2014,11446911,9346537,476289,690947,281446
Cleveland State,311546,270787,2013,11290814,9114026,602428,481775,510252
Cleveland State,341674,455313,2012,10911800,9049438,485217,580158,0
Cleveland State,115654,439461,2011,10630516,8615272,456817,631990,371322
Cleveland State,72670,293480,2010,10137569,8051647,629349,651921,438502
Cleveland State,499288,246539,2009,10018891,7440370,415471,726627,690596
Cleveland State,305703,409372,2008,8759138,6656238,407437,633992,346396
Cleveland State,389534,190292,2007,8345574,6227162,577450,516705,444431
Cleveland State,238419,207779,2006,7936941,6083945,533478,476767,396553
Cleveland State,448161,160469,2005,7120902,5772028,401159,314860,24225
Western Carolina,1560721,332396,2014,11436428,5444083,1051886,909822,2137520
Western Carolina,1391526,399552,2013,11244361,5221460,917016,864266,2450541
Western Carolina,997818,223083,2012,11087825,5075410,768333,801613,3221568
Western Carolina,842935,335039,2011,8589522,2927753,943323,797808,2742664
Western Carolina,785735,240777,2010,8055920,2835712,596727,799676,2797293
Western Carolina,1061118,343173,2009,8448364,2763144,646305,785215,2849409
Western Carolina,1206557,205023,2008,8437862,2930253,294474,594543,3207012
Western Carolina,1191833,268047,2007,7232815,2752491,510380,436188,2073876
Western Carolina,713693,216650,2006,7092896,2597119,390592,416614,2758228
Western Carolina,809486,210540,2005,6782432,2421341,467285,438073,2435707
North Carolina A&T,948739,818161,2014,11383506,6132790,296412,921457,2265947
North Carolina A&T,410148,980032,2013,12535926,5423388,804999,999856,3917503
North Carolina A&T,783029,826858,2012,11180409,5086432,1127996,605641,2750453
North Carolina A&T,1426495,861311,2011,9240731,4566868,661705,590792,1133560
North Carolina A&T,1133818,888444,2010,8909308,4260864,673391,779196,1173595
North Carolina A&T,1466978,888609,2009,9034462,3838609,545320,759099,1535847
North Carolina A&T,1004442,831839,2008,8288145,3715944,614472,616540,1504908
North Carolina A&T,727749,820689,2007,8249002,3870121,592089,683144,1555210
North Carolina A&T,695056,662921,2006,7355426,3769525,667479,269498,1290947
North Carolina A&T,707149,713800,2005,6907515,3369465,413823,523485,1179793
Utah Valley,305562,48416,2014,11191569,4391351,294658,941515,5210067
Utah Valley,364176,32147,2013,10053547,3337953,347428,404329,5567514
Utah Valley,316118,43117,2012,9205759,3424049,247136,189207,4986132
Utah Valley,250418,53676,2011,9102309,3363160,501073,167777,4766205
Utah Valley,245837,40799,2010,7968201,3090824,330409,122977,4137355
Utah Valley,300119,31615,2009,7262597,2531228,209812,101855,4087968
Utah Valley,252309,29424,2008,7259897,2265063,551141,687667,3474293
Utah Valley,204234,38636,2007,5438752,1920592,504733,78087,2692470
Utah Valley,198851,26155,2006,4500955,1641334,282983,143334,2208298
Utah Valley,188903,42850,2005,3954878,1462340,211779,119516,1929490
Southeast Missouri State,857880,435878,2014,11173471,1288179,556923,1101916,6932695
Southeast Missouri State,738266,472318,2013,9939846,1303146,380807,1065913,5979396
Southeast Missouri State,712149,477353,2012,9898447,1281039,487515,997927,5942464
Southeast Missouri State,744653,408689,2011,9190504,925289,449896,888205,5773772
Southeast Missouri State,642071,457015,2010,8780973,846569,456776,664962,5713580
Southeast Missouri State,659154,218876,2009,8289593,803159,446627,613399,5548378
Southeast Missouri State,630359,290737,2008,8376038,690243,568464,1017085,5179150
Southeast Missouri State,687309,474710,2007,8069662,556947,568993,664922,5116781
Southeast Missouri State,462299,261488,2006,7211063,465579,757664,702134,4561899
Southeast Missouri State,684006,344083,2005,7260705,289128,538250,770469,4634769
McNeese State,1391360,1161426,2014,10926299,638174,1555654,1687662,4492023
McNeese State,1237791,935369,2013,9704926,660038,1428348,1611183,3832197
McNeese State,892646,1013245,2012,9745534,688582,1659104,1635014,3856943
McNeese State,1613214,1241827,2011,9836233,700815,1249120,1396272,3634985
McNeese State,683646,1210221,2010,7720040,188707,929864,1158524,3549078
McNeese State,825453,1006009,2009,7874706,177920,912220,1062637,3890467
McNeese State,582866,1134877,2008,7614723,153099,1138882,1095293,3509706
McNeese State,878906,800221,2007,6427771,0,796139,1090670,2861835
McNeese State,577507,640632,2006,5461922,0,571055,858606,2814122
McNeese State,265784,882680,2005,4557844,0,408399,560191,2440790
Morehead State,450826,134958,2014,10833587,0,127678,778454,9341671
Morehead State,373560,143275,2013,10192319,0,165650,829794,8680040
Morehead State,376990,148041,2012,10376374,0,253953,593590,9003800
Morehead State,354407,184864,2011,9318304,0,161945,660024,7957064
Morehead State,375348,176026,2010,8613511,0,343335,392623,7326179
Morehead State,489699,164870,2009,8715580,0,162341,561236,7337434
Morehead State,251489,97936,2008,7885882,0,257368,429869,6849220
Morehead State,251128,97513,2007,6681002,910992,360031,322209,4739129
Morehead State,385780,92880,2006,6291257,915689,261768,364233,4270907
Morehead State,245563,85453,2005,4391856,850398,214771,305070,2690601
Prairie View A&M,1119284,294600,2014,10761388,2072578,170453,904614,6199859
Prairie View A&M,801766,514811,2013,10427016,2064702,37328,854450,6153959
Prairie View A&M,567995,267306,2012,9410708,2041089,182820,1000446,5351052
Prairie View A&M,888186,542205,2011,9509384,2099431,58421,776990,5144151
Prairie View A&M,825153,385552,2010,9886606,2131412,37175,724546,5782768
Prairie View A&M,509014,505968,2009,6474561,2461024,61160,857136,2080259
Prairie View A&M,823547,199463,2008,5264249,2523272,119638,468309,1130020
Prairie View A&M,530646,338734,2007,5026692,2436465,93640,518119,1109088
Prairie View A&M,307781,152339,2006,3857741,2041533,0,397267,958821
Prairie View A&M,241307,503719,2005,3451800,2172130,65500,433046,36098
Wright State,553475,271561,2014,10710593,0,460249,1007521,8417787
Wright State,257466,282737,2013,10173926,0,840902,1026603,7766218
Wright State,406898,343112,2012,9942619,0,454083,963804,7774722
Wright State,313477,338823,2011,9733449,0,503635,1113962,7463552
Wright State,287223,293093,2010,9403368,0,481339,930890,7410823
Wright State,285982,345871,2009,8787447,0,390035,682173,7083386
Wright State,277611,312242,2008,9251821,0,805560,729328,7127080
Wright State,294937,241119,2007,8549421,0,295193,736541,6981631
Wright State,315914,232105,2006,9039609,0,382792,552119,7556679
Wright State,223565,277848,2005,7723879,0,350340,620825,6251301
North Carolina Central,1164059,360376,2014,10629060,4794357,332977,1052783,2924508
North Carolina Central,1346180,401782,2013,9169868,4534002,38160,502869,2346875
North Carolina Central,1405233,351645,2012,8548572,4113803,32890,492978,2152023
North Carolina Central,1229777,573474,2011,8770880,3886258,24375,617129,2439867
North Carolina Central,1715081,283970,2010,7009117,3745285,35930,336261,892590
North Carolina Central,1756066,425539,2009,6627614,3259781,132259,167090,886879
North Carolina Central,935876,336528,2008,5456357,3126173,210450,177675,669655
North Carolina Central,135514,596587,2007,4670659,2545625,588549,290404,513980
North Carolina Central,56430,262238,2006,3446468,2234750,386354,170038,336658
North Carolina Central,5894,365614,2005,3175349,2054011,283474,83503,382853
Southern Utah,1155840,129278,2014,10598596,1268817,196354,1156060,6692247
Southern Utah,1298761,232541,2013,11116704,1339296,146841,1158217,6941048
Southern Utah,902172,148791,2012,10311932,718502,216393,1071473,7254601
Southern Utah,754898,187104,2011,9299611,710558,235678,876023,6535350
Southern Utah,832227,171704,2010,8740210,681930,462723,653153,5938473
Southern Utah,734792,142499,2009,8258758,604999,315555,577541,5883372
Southern Utah,465819,146035,2008,7304579,586704,185272,543179,5377570
Southern Utah,485408,145537,2007,6245105,524596,534573,368287,4186704
Southern Utah,316836,114058,2006,4874163,458749,353262,325649,3305609
Southern Utah,256147,116432,2005,4719641,446159,425890,274244,3200769
Texas A&M-Corpus Christi,773231,162680,2014,10540420,5499061,457075,547168,3101205
Texas A&M-Corpus Christi,744042,147029,2013,9926048,5389494,474802,475345,2695336
Texas A&M-Corpus Christi,539134,148556,2012,9550177,4943465,405751,393987,3119284
Texas A&M-Corpus Christi,665474,247875,2011,8780056,4583993,394363,363586,2524765
Texas A&M-Corpus Christi,605694,204503,2010,7843722,2896812,374113,365479,3397121
Texas A&M-Corpus Christi,728632,241758,2009,7111806,2769501,298637,384714,2688564
Texas A&M-Corpus Christi,370272,282627,2008,6853045,2552821,401618,874122,2371585
Texas A&M-Corpus Christi,342960,400345,2007,6182171,2452878,511367,690633,1783988
Texas A&M-Corpus Christi,421269,345824,2006,5302954,1523078,516223,609494,1887066
Texas A&M-Corpus Christi,256723,553454,2005,5092541,1502538,792623,255467,1731736
North Florida,1119382,132363,2014,10453436,7082459,353936,931610,833686
North Florida,1063928,84933,2013,9541774,6630978,375879,600079,785977
North Florida,1093504,112899,2012,8967015,6029261,386095,568165,777091
North Florida,1103262,72794,2011,8435600,5803960,380961,289393,785230
North Florida,912997,101205,2010,7923456,5489678,345182,238139,836255
North Florida,-118497,42546,2009,6400698,5159246,458041,175906,683452
North Florida,402524,21281,2008,7112030,5268657,576226,167620,675722
North Florida,182099,19737,2006,6266517,4726756,517568,208999,611358
North Florida,119104,14840,2005,4522044,3515731,333742,116085,422542
Southern,819784,1958960,2014,10153053,2622692,58656,2244568,2448393
Southern,1122128,1094546,2013,8766440,2581207,174657,1629061,2164841
Southern,878199,1270172,2012,7634685,2422168,54125,854336,2155685
Southern,611347,1525561,2011,6799370,2160915,41082,1075835,1384630
Southern,823466,2273911,2010,6890447,2158008,0,843369,791693
Southern,640000,1562061,2009,6609754,2169203,0,1489232,749258
Southern,643101,1845454,2008,6838308,2312281,50000,1043768,943704
Southern,337700,1578023,2007,6317910,2226181,0,1448514,727492
Southern,235946,1530753,2006,5578173,2239124,462000,656752,453598
Southern,152500,2831978,2005,7465348,2109474,252450,785964,1332982
Texas-Pan American,644782,58826,2014,10000541,3948192,263978,691879,4392884
Texas-Pan American,681595,40970,2013,8844062,3177188,208968,688246,4047095
Texas-Pan American,686017,46483,2012,7351071,3134277,232935,648879,2602480
Texas-Pan American,576770,32807,2011,6921928,3103494,130840,386155,2691862
Texas-Pan American,579919,34504,2010,6018065,2747676,168397,317908,2169661
Texas-Pan American,538778,24968,2009,5911951,2597676,175221,219194,2356114
Texas-Pan American,410225,27295,2008,5823953,2567042,161412,413979,2244000
Texas-Pan American,389279,42292,2007,5216267,2380653,133223,428150,1842670
Texas-Pan American,443129,42346,2006,5101664,2641990,149310,589568,1235321
Texas-Pan American,376949,52464,2005,4890832,2445263,172014,537837,1306305
South Carolina State,983775,986958,2014,9816895,307070,681793,528517,6328782
South Carolina State,1682221,773859,2013,10133673,0,269149,599073,6809371
South Carolina State,1380055,959129,2012,10272271,0,258804,726492,6947791
South Carolina State,587518,889104,2011,9899545,0,471088,479523,7472312
South Carolina State,631007,1011768,2010,10178416,0,412915,514873,7607853
South Carolina State,759575,824600,2009,13074789,3676773,27691,55526,7730624
South Carolina State,871908,776346,2008,8973691,554432,0,303945,6467060
South Carolina State,743952,600087,2007,7438162,5248836,444950,400337,0
South Carolina State,491640,540372,2006,9423066,6844000,31609,435537,1079908
South Carolina State,5236498,75017,2005,8594236,0,165136,291523,2826062
Texas Southern,535796,167313,2014,9780351,2928633,46780,691550,5410279
Texas Southern,443540,72609,2013,10188987,3107438,37795,538595,5989010
Texas Southern,806811,217376,2012,10659376,4133272,46549,755351,4700017
Texas Southern,1193245,459626,2011,10108775,4453365,92933,803976,3105630
Texas Southern,1113519,114841,2010,9712043,3102760,150000,666997,4563926
Texas Southern,715055,116150,2009,6919058,1517818,222503,732424,3615108
Texas Southern,549038,121059,2008,5497531,1425626,138314,115634,3147860
Texas Southern,676079,191362,2007,5520646,1753990,24500,287982,2586733
Texas Southern,342868,177850,2006,5691391,1581660,16188,655261,2917564
Texas Southern,184050,200374,2005,8162308,1887013,34596,129237,5727038
Longwood,760062,22648,2014,9774504,8416055,183003,392648,88
Longwood,615127,18038,2013,9060169,7873144,191125,336335,26400
Longwood,716878,16046,2012,8170450,6943753,137894,323610,32269
Longwood,660219,15061,2011,7885519,6624363,287682,288743,9451
Longwood,556020,9269,2010,6893168,5915035,199436,202985,10423
Longwood,324171,9965,2009,7321147,6594672,189324,187483,15532
Longwood,485223,9474,2008,6780848,5778719,306485,185139,15808
Longwood,506173,7100,2007,5395033,4450648,281174,95673,54265
Longwood,435724,7048,2006,5239821,4177180,404564,106324,108981
Longwood,210785,5438,2005,3731497,3270001,152325,89292,3656
Tennessee-Martin,1149125,80664,2014,9709378,1923262,655295,589776,5311256
Tennessee-Martin,905000,72762,2013,9087815,1981413,576337,684194,4868109
Tennessee-Martin,788800,91779,2012,10227014,2011149,763547,547702,6024037
Tennessee-Martin,681000,67099,2011,9523712,2081875,706224,561100,5426414
Tennessee-Martin,539000,67343,2010,8808664,2000630,471540,493775,5236376
Tennessee-Martin,1000706,92310,2009,8995348,1920766,398450,509157,5073959
Tennessee-Martin,358200,76737,2008,7613798,1849776,424011,396106,4508968
Tennessee-Martin,388000,67201,2007,6668956,1245312,400107,356391,4211945
Tennessee-Martin,320650,74103,2006,6176728,1205966,472439,294544,3809026
Tennessee-Martin,356800,70937,2005,5602664,1155412,363482,282989,3373044
Arkansas-Little Rock,811137,450204,2014,9584293,4202794,690181,1437102,1992875
Arkansas-Little Rock,673174,492145,2013,9403112,4260729,857466,1232516,1887082
Arkansas-Little Rock,613091,529523,2012,9697449,4295375,949411,1167614,2142435
Arkansas-Little Rock,545457,503440,2011,9304137,4055144,1097620,1170681,1931795
Arkansas-Little Rock,556299,521906,2010,9520603,3627665,1144120,1178256,2492357
Arkansas-Little Rock,366599,575100,2009,8892220,3314840,954962,1399460,2281259
Arkansas-Little Rock,447418,610506,2008,8539139,3117094,1181978,1119673,2062470
Arkansas-Little Rock,562113,601748,2007,8143800,2949495,1159689,1039203,1831552
Arkansas-Little Rock,574478,660049,2006,7453148,2741267,831145,1098819,1547390
Arkansas-Little Rock,584125,524406,2005,14902711,2543656,9229725,643152,1377647
Alabama A&M,876680,374897,2014,9568473,414000,562730,411495,6928671
Alabama A&M,978858,395190,2013,7349658,414000,0,579450,4982160
Alabama A&M,705815,468636,2012,5516444,306680,0,599879,3435434
Alabama A&M,447930,305394,2011,6003172,632197,0,736523,3881128
Alabama A&M,1012089,620954,2010,6585588,552753,0,517311,3882481
Alabama A&M,691360,525176,2009,8711959,534600,70027,577236,6313560
Alabama A&M,859286,71065,2008,7254361,215321,22700,596021,5489968
Alabama A&M,374528,513257,2007,6847295,144210,10000,583318,5221982
Alabama A&M,666748,464678,2006,9733550,712540,27400,338982,7523202
Alabama A&M,140060,299078,2005,1683089,735888,12000,496063,0
Morgan State,930841,144554,2014,9275151,7740774,114460,332287,12235
Morgan State,979832,106240,2013,9299310,7855815,91981,251844,13598
Morgan State,654207,122087,2012,9435932,8173450,120139,316810,49239
Morgan State,886139,179610,2011,9899823,8016884,105034,630816,81340
Morgan State,788815,149769,2010,8805917,7377252,83746,340496,65839
Morgan State,499583,120423,2009,7898020,6558891,40408,613308,65407
Morgan State,192490,220431,2008,6441204,5792636,0,235647,0
Morgan State,249968,182987,2007,6066475,5242774,0,390746,0
Morgan State,539755,190631,2006,5737637,4767837,0,239414,0
Morgan State,646090,166369,2005,6322751,4979716,59060,237701,233815
Wisconsin-Green Bay,282090,964999,2014,8823409,1304495,1125597,1452784,3693444
Wisconsin-Green Bay,315106,620836,2013,8196869,1242376,1272906,1085901,3659744
Wisconsin-Green Bay,485571,606680,2012,7902555,1160339,933868,1006516,3709581
Wisconsin-Green Bay,427536,597950,2011,7400437,1126871,817306,934243,3496531
Wisconsin-Green Bay,339248,765501,2010,6941620,1067916,687562,839385,3242008
Wisconsin-Green Bay,350664,725707,2009,6597304,1020085,683785,664846,3152218
Wisconsin-Green Bay,352209,739520,2008,6105448,973433,748955,590293,2701038
Wisconsin-Green Bay,383686,751414,2007,5829662,935993,644752,570288,2543529
Wisconsin-Green Bay,240237,727982,2005,5419261,840694,470461,530397,2609490
Southern Illinois Edwardsville,770044,90495,2014,8515931,4572377,350442,560141,2172432
Southern Illinois Edwardsville,552725,86764,2013,8018927,4566332,349432,545868,1917806
Southern Illinois Edwardsville,563971,80376,2012,7834037,4533145,248251,237987,2170307
Southern Illinois Edwardsville,548416,64076,2011,7174100,4484665,117587,183011,1776345
Southern Illinois Edwardsville,669827,65547,2010,6837335,4123692,213316,107637,1657316
Southern Illinois Edwardsville,355697,54336,2009,5472686,3178134,111104,132905,1640510
Southern Illinois Edwardsville,124836,52217,2008,3951727,1751000,186653,178080,1658941
Southern Illinois Edwardsville,306125,49939,2007,3674050,1624999,77150,198194,1417643
Southern Illinois Edwardsville,139045,43448,2006,4038614,1652028,813789,212321,1177983
Southern Illinois Edwardsville,269105,30097,2005,3569564,1566220,487172,178033,1038937
Indiana-Purdue Indianapolis,247909,46174,2014,8179405,3093396,67628,633107,4091191
Indiana-Purdue Indianapolis,223721,35504,2013,7308438,2843454,83089,522531,3600139
Indiana-Purdue Indianapolis,197103,29974,2012,7007213,2593422,72667,557238,3556809
Indiana-Purdue Indianapolis,203226,23211,2011,6495982,2138957,72086,449820,3608682
Indiana-Purdue Indianapolis,281533,39880,2010,5823126,2367476,95628,433803,2604806
Indiana-Purdue Indianapolis,188895,24180,2009,5579965,1887109,76108,426331,2977342
Indiana-Purdue Indianapolis,184804,23225,2008,5053772,1790512,88685,379309,2587237
Indiana-Purdue Indianapolis,184316,21265,2007,4413627,1686029,115184,348864,2057969
Indiana-Purdue Indianapolis,181138,27345,2006,3990365,1661917,139348,395067,1585550
Nicholls State,1498996,168488,2014,8113231,2273432,1263779,463710,2444826
Nicholls State,1333332,155747,2013,6962130,1235008,798393,452930,2986720
Nicholls State,946932,162055,2012,7367989,476877,934530,465755,4381840
Nicholls State,1262057,192550,2011,7204903,493351,803273,532336,3921336
Nicholls State,765926,171558,2010,6390629,503990,957354,437237,3554564
Nicholls State,646300,155201,2009,6582405,493644,1145363,304026,3837871
Nicholls State,982604,176425,2008,6053237,484201,757235,266810,3385962
Nicholls State,1033169,146950,2007,5093307,234150,524033,212142,2942863
Nicholls State,411398,107392,2006,4106017,0,532907,271719,2782601
Nicholls State,310424,117462,2005,3677391,0,413289,263234,2572982
Arkansas-Pine Bluff,956620,378373,2014,7785707,952738,33014,379824,5085138
Arkansas-Pine Bluff,665684,360381,2013,7096374,1016673,83104,481204,4489328
Arkansas-Pine Bluff,1009932,397167,2012,7318670,1175220,53275,527926,4155150
Arkansas-Pine Bluff,1191677,444030,2011,7032570,1239244,269051,801533,3087035
Arkansas-Pine Bluff,1186511,426808,2010,9332570,1430746,1011277,496682,4780546
Arkansas-Pine Bluff,1134762,548412,2009,6695811,1350346,246613,553301,2862377
Arkansas-Pine Bluff,840325,416418,2008,5483039,1208995,635164,351333,2030804
Arkansas-Pine Bluff,966379,439947,2007,4433064,1163466,285106,405583,1172583
Arkansas-Pine Bluff,323183,796022,2006,4127334,1206533,162375,372693,1266528
Arkansas-Pine Bluff,365762,479275,2005,4008277,1164315,114929,322508,1561488
Indiana-Purdue Fort Wayne,660801,110841,2014,7393037,1787267,503752,688738,3641638
Indiana-Purdue Fort Wayne,639621,87085,2013,7878962,1920419,440770,607080,4183987
Indiana-Purdue Fort Wayne,713808,99421,2012,7097559,2046966,473352,530114,3233898
Indiana-Purdue Fort Wayne,580179,99477,2011,6762966,2054269,434278,443659,3151104
Indiana-Purdue Fort Wayne,865538,100267,2010,6573775,1907686,543316,480146,2676822
Indiana-Purdue Fort Wayne,761170,150242,2009,6136178,1675950,447221,331790,2769805
Indiana-Purdue Fort Wayne,886406,106203,2008,5577741,1501840,431967,438018,2213307
Indiana-Purdue Fort Wayne,832612,123345,2007,5277316,1476053,562021,435499,1847786
Indiana-Purdue Fort Wayne,817191,160405,2006,4486480,1299656,489864,376660,1342704
Indiana-Purdue Fort Wayne,770088,97874,2005,4118372,1186708,443331,311529,1308842
Jackson State,954928,1699062,2014,7217246,2708650,0,554606,1300000
Jackson State,1013341,1162546,2013,6411728,2459290,0,476551,1300000
Jackson State,794022,775541,2012,5882042,2585100,0,505830,1221549
Jackson State,667809,1853245,2011,6909322,3804250,0,584018,0
Jackson State,692482,784662,2010,5674632,2619575,0,277913,1300000
Jackson State,857973,1256316,2009,5859218,1964510,0,480419,1300000
Jackson State,537380,1343463,2008,6155203,2529100,0,445260,1300000
Jackson State,755050,1543884,2007,6183042,2028071,0,556037,1300000
Jackson State,510971,944724,2006,5263899,2328550,0,179654,1300000
Jackson State,421678,455858,2005,5196627,2166545,0,248593,1903953
South Carolina Upstate,845504,39305,2014,7138589,4162902,29646,390016,1671216
South Carolina Upstate,590191,26945,2013,6954621,4383379,22439,294813,1636854
South Carolina Upstate,492239,31955,2012,6845156,4367527,46193,213234,1694008
South Carolina Upstate,674376,33728,2011,6779510,4359455,64708,125879,1521364
South Carolina Upstate,476692,31055,2010,6563088,4367527,33925,105529,1548360
South Carolina Upstate,450392,37885,2009,6483612,4137131,130000,198832,1529372
