school,scholarships,other,year,total_expenses,building_and_grounds,coaching_staff
Texas-San Antonio,5213008,10576835,2013,24891193,1454418,7646932
Texas-San Antonio,4501616,9345454,2012,21223077,846030,6529977
Texas-San Antonio,3684448,5750224,2011,16004767,537968,6032127
Texas-San Antonio,2750288,4686485,2010,12948900,423440,5088687
Texas-San Antonio,2704497,3871398,2009,11244584,564979,4103710
Texas-San Antonio,2445646,3772117,2008,10210111,477342,3515006
Texas-San Antonio,2279472,3514197,2007,9362601,279038,3289894
Texas-San Antonio,2084164,4002578,2006,9271175,148352,3036081
Texas-San Antonio,1960984,2701050,2005,7675714,276914,2736766
New Hampshire,8639248,6678158,2014,26972273,3713134,7941733
New Hampshire,8502880,6085844,2013,25808269,3683562,7535983
New Hampshire,8059274,5931506,2012,24716355,3460067,7265508
New Hampshire,7988392,8455248,2011,27135740,3498347,7193753
New Hampshire,7573901,7896374,2010,25948502,3419425,7058802
New Hampshire,7256194,7231158,2009,25145239,3617182,7040705
New Hampshire,6854724,7340982,2008,23386586,2795817,6395063
New Hampshire,6297611,5113111,2007,21809951,4687256,5711973
New Hampshire,5619509,4820744,2006,20232237,4014182,5777802
New Hampshire,5227835,5314865,2005,19668828,3607809,5518319
Rhode Island,8480379,7231249,2014,24885161,451598,8721935
Rhode Island,7940267,6777215,2013,23689560,376106,8595972
Rhode Island,7799851,8535921,2012,25016244,365840,8314632
Rhode Island,7583492,6415437,2011,22186730,356348,7831453
Rhode Island,7424101,5817941,2010,21186722,341862,7602818
Rhode Island,6901880,5942536,2009,20413032,288851,7279765
Rhode Island,6633274,5995711,2008,20197909,273549,7295375
Rhode Island,6141377,5631591,2007,18474633,29771,6671894
Rhode Island,5598386,6083941,2006,18398621,29783,6686511
Rhode Island,5215789,5762463,2005,17538454,18548,6541654
Utah State,4423655,10878315,2014,25707325,1400997,9004358
Utah State,4631987,10456017,2013,24307048,1550873,7668171
Utah State,4512466,9564730,2012,21565777,654089,6834492
Utah State,4389402,8176790,2011,19700480,870237,6264051
Utah State,4056725,7622355,2010,19344112,963298,6701734
Utah State,3904010,7311030,2009,17801913,893549,5693324
Utah State,3473759,5471935,2008,14595321,376964,5272663
Utah State,3199493,5609542,2007,12690335,188662,3692638
Utah State,2533474,4587133,2006,11501727,176500,4204620
Utah State,2411595,4446260,2005,10965044,136900,3970289
Kent State,5753019,8414090,2014,24392281,619510,9605662
Kent State,5739795,11741269,2013,27116813,517394,9118355
Kent State,5516680,7671230,2012,22735640,737906,8809824
Kent State,5287795,6612815,2011,20756745,515243,8340892
Kent State,5161558,6237902,2010,19446680,445056,7602164
Kent State,4913873,4641264,2009,17179520,379277,7245106
Kent State,4872641,5800752,2008,18891134,725141,7492600
Kent State,4575014,6749213,2007,16995460,483212,5188021
Kent State,4504824,6761908,2006,16362203,646664,4448807
Kent State,4313272,6159615,2005,15223077,508376,4241814
Towson,5619897,8709908,2014,24477033,1091230,9055998
Towson,5411315,8123748,2013,23097812,1160162,8402587
Towson,5715473,9308097,2012,25037059,1665881,8347608
Towson,5464468,7274991,2011,20545542,811777,6994306
Towson,5614351,6890830,2010,20096963,836327,6755455
Towson,4929240,6834432,2009,18962823,679184,6519967
Towson,4508025,6457875,2008,17851327,1019294,5866133
Towson,4275191,5665804,2007,16043720,938185,5164540
Towson,3891696,5375121,2006,14499707,455644,4777246
Towson,3371538,4947159,2005,13140714,674862,4147155
Troy,5171661,12625361,2014,24628741,692937,6138782
Troy,4855126,6026818,2013,19505723,3042532,5581247
Troy,4705672,5902752,2012,16504664,1297727,4598513
Troy,4116841,5261747,2011,15246720,1263271,4604861
Troy,4394244,5587049,2010,15783593,1280538,4521762
Troy,3893143,5577763,2009,15458050,1668352,4318792
Troy,3652824,5477987,2008,14327947,1237993,3959143
Troy,3636263,5271673,2007,14142659,1521738,3712985
Troy,3812004,4431399,2006,12825677,1108220,3474054
Troy,3626942,4461445,2005,11975714,610736,3276591
Wichita State,2897210,11282367,2014,23514736,851970,8483189
Wichita State,2732273,12370705,2013,24132710,1039569,7990163
Wichita State,2793885,10237325,2012,21564660,941371,7592079
Wichita State,2626271,9691991,2011,19929274,1072477,6538535
Wichita State,2441202,9039670,2010,18700803,924367,6295564
Wichita State,2275279,8565833,2009,18035527,1031702,6162713
Wichita State,2267344,8879426,2008,18139411,1019442,5973199
Wichita State,1961955,8309128,2007,17119283,905643,5942557
Wichita State,1876865,6831855,2006,14602380,1049927,4843733
Wichita State,1721140,6437974,2005,13013257,424136,4430007
Florida Atlantic,4361421,9092673,2014,24033024,3720816,6858114
Florida Atlantic,5185146,8740968,2013,21967412,1720065,6321233
Florida Atlantic,4205827,8998710,2012,20020133,842930,5972666
Florida Atlantic,3918495,7304843,2011,16707200,239856,5244006
Florida Atlantic,4063085,5844895,2010,15208667,291710,5008977
Florida Atlantic,3724717,7012802,2009,15968769,308060,4923190
Florida Atlantic,3821165,7034398,2008,16275735,317461,5102711
Florida Atlantic,3991843,6557292,2007,15327294,71657,4706502
Florida Atlantic,3891418,6339307,2006,14731275,0,4500550
Florida Atlantic,4006261,5889891,2005,14362376,0,4466224
North Dakota,3883398,10723488,2014,23936729,2800934,6528909
North Dakota,3823465,9565629,2013,22077150,2818522,5869534
North Dakota,3392156,8594005,2012,20073382,2335473,5751748
North Dakota,3074957,7769281,2011,18595731,2268298,5483195
North Dakota,2900016,7933663,2010,18011480,2174575,5003226
North Dakota,2551112,6384803,2009,15648901,2066379,4646607
North Dakota,1834560,5630204,2008,13414223,2057620,3891839
North Dakota,1825385,4824373,2007,12023339,1979251,3394330
North Dakota,1598264,5220006,2006,12039695,2011057,3210368
North Dakota,1433548,8418793,2005,14800953,1981143,2967469
California Polytechnic,4213724,10281860,2014,22242712,954441,6792687
California Polytechnic,4056648,9079151,2013,20483456,934633,6413024
California Polytechnic,3809879,8977697,2012,20154399,1122280,6244543
California Polytechnic,3610484,9447562,2011,20683651,1478075,6147530
California Polytechnic,3369254,9034261,2010,20834671,2946053,5485103
California Polytechnic,2965071,9705556,2009,21700166,2924725,6104814
California Polytechnic,2883703,8345859,2008,17724852,725718,5769572
California Polytechnic,2647446,7338790,2007,15778620,754192,5038192
California Polytechnic,2428613,5980118,2006,13037698,216256,4412711
California Polytechnic,2235694,4969233,2005,11418668,176309,4037432
William & Mary,7584123,6818183,2014,23664883,1831843,7430734
William & Mary,7458143,5892347,2013,21244506,1178971,6715045
William & Mary,6988457,5412183,2012,20384899,1640586,6343673
William & Mary,6583318,5539579,2011,22726985,4210238,6393850
William & Mary,6123389,4989752,2010,17982575,1035989,5833445
William & Mary,5663471,4283684,2009,17587220,2071617,5568448
William & Mary,5418367,4049472,2008,15883482,798099,5617544
William & Mary,4971526,3808973,2007,14745304,828810,5135995
William & Mary,4501799,3431141,2006,14084540,1246574,4905026
William & Mary,4332115,3441697,2005,12960128,690469,4495847
Southern Mississippi,5207326,8126344,2014,23536254,2269568,7933016
Southern Mississippi,4907286,7645983,2013,22399056,2289204,7556583
Southern Mississippi,4527605,6941919,2012,21914136,2615691,7828921
Southern Mississippi,4398365,6418642,2011,20702037,2481981,7403049
Southern Mississippi,4160691,6070772,2010,19641550,2290942,7119145
Southern Mississippi,4220422,7759496,2009,19861580,1047097,6834565
Southern Mississippi,3723420,7844985,2008,18671620,845215,6258000
Southern Mississippi,3400608,7437781,2007,19083585,2767812,5477384
Southern Mississippi,3345910,6621575,2006,18396942,2167012,6262445
Southern Mississippi,3405860,6315687,2005,16588414,1827234,5039633
Bowling Green,5768405,9103241,2014,23306965,691483,7743836
Bowling Green,5442181,7531673,2013,20701488,561365,7166269
Bowling Green,5548560,5712374,2012,18387277,465520,6660823
Bowling Green,5666507,6160291,2011,18031088,510629,5693661
Bowling Green,5316661,6059331,2010,17850240,198905,6275343
Bowling Green,5141764,6536290,2009,18138104,199802,6260248
Bowling Green,5377106,6292697,2008,17789360,287055,5832502
Bowling Green,5037479,6029927,2007,17132784,529086,5536292
Bowling Green,4782145,4684681,2006,17200166,2668765,5064575
Bowling Green,4402073,6599043,2005,16411529,604157,4806256
Ball State,6998305,9710480,2014,25245450,76017,8460648
Ball State,6673197,7502818,2013,22727145,117997,8433133
Ball State,6367661,5994879,2012,20174709,123741,7688428
Ball State,6036566,6219135,2011,19506118,144736,7105681
Ball State,5508883,6271731,2010,17347944,121354,5445976
Ball State,5217301,6586485,2009,19616773,298786,7514201
Ball State,5151168,6668292,2008,19441780,234408,7387912
Ball State,4787336,5920488,2007,17144947,293319,6143804
Ball State,4460687,5538980,2006,16189583,211514,5978402
Ball State,4298035,4702491,2005,14803177,257495,5545156
Coastal Carolina,7099713,8744105,2014,23829311,774291,7211202
Coastal Carolina,6478877,8042523,2013,22190005,709787,6958818
Coastal Carolina,6233556,9069336,2012,22174271,541951,6329428
Coastal Carolina,5808603,6898446,2011,19070302,409758,5953495
Coastal Carolina,5383905,6645826,2010,18492619,588638,5874250
Coastal Carolina,5139330,6530702,2009,17849304,584880,5594392
Coastal Carolina,4749214,6286624,2008,16910542,653145,5221559
Coastal Carolina,4476293,5665484,2007,15162840,523979,4497084
Coastal Carolina,3933599,4923099,2006,13058924,433484,3768742
Coastal Carolina,3250502,3994131,2005,10857118,375060,3237425
South Alabama,5771416,7699162,2014,22960759,1135170,8355011
South Alabama,5094285,6585006,2013,19830068,766942,7383835
South Alabama,5024630,6156338,2012,18816817,745737,6890112
South Alabama,4458066,5278090,2011,16580198,383470,6460572
South Alabama,4143540,4588704,2010,15380469,246317,6401908
South Alabama,3547233,3896670,2009,13778098,181623,6152572
South Alabama,2518924,3312156,2008,10626929,256271,4539578
South Alabama,2163147,2889134,2007,8517024,40326,3424417
South Alabama,1956106,2516615,2006,7632178,131524,3027933
South Alabama,1808269,2295967,2005,6933573,143896,2685441
Toledo,7621310,9849481,2014,26304331,584623,8248917
Toledo,6233067,9169489,2013,23654141,948796,7302789
Toledo,6871005,8243054,2012,22381963,0,7267904
Toledo,6810978,6824234,2011,20673092,0,7037880
Toledo,6251550,6644303,2010,20029156,0,7133303
Toledo,4774685,4819170,2009,19330595,0,9736740
Toledo,5421674,6707880,2008,17811494,0,5681940
Toledo,5673435,4561129,2007,16401077,1188462,4978051
Toledo,4312915,5813721,2006,16258879,985468,5146775
Toledo,4086612,5544106,2005,14300546,866614,3803214
Sacramento State,3931822,10651708,2014,21605332,108988,6912814
Sacramento State,4198488,8849402,2013,19214711,94044,6072777
Sacramento State,4015359,8144164,2012,18592767,778596,5654648
Sacramento State,3629956,7387917,2011,16718783,125165,5575745
Sacramento State,3512624,7454729,2010,16686837,1183963,4535521
Sacramento State,3015093,7179010,2009,15737910,41643,5502164
Sacramento State,2830821,7338921,2008,15097907,32228,4895937
Sacramento State,2487387,5913985,2007,12925621,63275,4460974
Sacramento State,2289357,5731086,2006,12267222,134141,4112638
Sacramento State,2193877,4750903,2005,11052342,163956,3943606
Southern Illinois,5738054,7411448,2014,25010146,5852482,6008162
Southern Illinois,5607067,5707577,2013,23008969,6131815,5562510
Southern Illinois,4653911,5339018,2012,20739714,4795560,5951225
Southern Illinois,5109317,6084650,2011,23600077,6551018,5855092
Southern Illinois,4855431,6241034,2010,22371842,5476758,5798619
Southern Illinois,3903266,5811772,2009,20132053,4599018,5817997
Southern Illinois,4020506,5805463,2008,18295838,3220143,5249726
Southern Illinois,3497989,5222347,2007,18217027,5092827,4403864
Southern Illinois,3236730,4330462,2006,12358508,584843,4206473
Southern Illinois,2954424,3741151,2005,11120661,576222,3848864
Illinois State,6008915,6622464,2014,21339412,74500,8633533
Illinois State,5624496,7051012,2013,19567197,83180,6808509
Illinois State,5709624,6384134,2012,18631777,81500,6456519
Illinois State,4797759,5669472,2011,16603093,81000,6054862
Illinois State,4515560,5660756,2010,15923568,86000,5661252
Illinois State,4074074,5437846,2009,14873144,75000,5286224
Illinois State,3588321,4986076,2008,13106817,0,4532420
Illinois State,3169354,4939717,2007,12382213,0,4273142
Illinois State,2985309,3994237,2006,10517646,0,3538100
Illinois State,2615546,3728980,2005,9514664,0,3170138
Louisiana-Lafayette,4291975,9219579,2014,21542643,637977,7393112
Louisiana-Lafayette,3925773,7653919,2013,18652324,613395,6459237
Louisiana-Lafayette,3338477,7291114,2012,17532577,1129878,5773108
Louisiana-Lafayette,2531170,5778459,2011,13946204,619156,5017419
Louisiana-Lafayette,2460655,4944477,2010,12357621,457818,4494671
Louisiana-Lafayette,2336452,4912338,2009,11940719,522690,4169239
Louisiana-Lafayette,2133904,4532723,2008,11026554,541862,3818065
Louisiana-Lafayette,2099007,4248890,2007,9967042,432124,3187021
Louisiana-Lafayette,1444256,3452251,2006,8186934,321394,2969033
Louisiana-Lafayette,2214200,3111759,2005,8157543,158581,2673003
Illinois-Chicago,4156713,4188639,2014,20871153,7619488,4906313
Illinois-Chicago,4200339,3839353,2013,14555722,2023663,4492367
Illinois-Chicago,3724726,3379688,2012,12983073,1753559,4125100
Illinois-Chicago,3700064,4277829,2011,13881762,1621862,4282007
Illinois-Chicago,3571403,3308449,2010,12504741,1525990,4098899
Illinois-Chicago,3525670,3469233,2009,12839559,1585354,4259302
Illinois-Chicago,3261558,3578934,2008,13041846,2410941,3790413
Illinois-Chicago,3002494,3185466,2007,10109829,792652,3129217
Illinois-Chicago,2183209,2288635,2005,7703790,229747,3002199
George Mason,5254998,7977704,2014,21633369,0,8400666
George Mason,4888249,9156939,2013,22143733,0,8098545
George Mason,4682271,7011435,2012,19378204,0,7684498
George Mason,4449495,6582136,2011,18413202,0,7381571
George Mason,4110220,6494659,2010,16926126,0,6321247
George Mason,3668243,6468119,2009,16544015,0,6407652
George Mason,2883270,4648894,2006,12686374,0,5154210
George Mason,2692783,3994148,2005,11044775,0,4357844
North Dakota State,3461090,8915135,2014,20618838,859513,7383100
North Dakota State,3270917,7798182,2013,18702969,939916,6693954
North Dakota State,2993457,7106029,2012,16831447,535093,6196868
North Dakota State,2849167,6133876,2011,15351245,415140,5953062
North Dakota State,2727872,5516344,2010,14424439,773734,5406489
North Dakota State,2482613,5256919,2009,13101951,239854,5122565
North Dakota State,2217536,4929411,2008,11668000,171789,4349264
North Dakota State,2049770,4161129,2007,10226444,132387,3883158
North Dakota State,1861707,3388255,2006,8889021,42514,3596545
North Dakota State,1448411,3357211,2005,7784835,0,2979213
Montana,4444730,6840094,2014,20301746,3100021,5916901
Montana,4012665,6843872,2013,19246333,2539866,5849930
Montana,3770423,6439866,2012,19011913,3505791,5295833
Montana,3989409,5829298,2011,17748912,2780988,5149217
Montana,3463074,6109112,2010,16818678,2300964,4945528
Montana,3302698,6837738,2009,17308690,2558573,4609681
Montana,3049321,6101922,2008,14752438,1138999,4462196
Montana,2939177,6185428,2007,15322956,1893572,4304779
Montana,2651164,5270431,2006,14171759,2253021,3997143
Montana,2446194,4548381,2005,12687159,2080059,3612525
Arkansas State,5384046,8103962,2014,20151793,362725,6301060
Arkansas State,4357902,5597767,2013,16281038,889135,5436234
Arkansas State,4764140,4518400,2012,15307308,988192,5036576
Arkansas State,4558885,4101665,2011,13374507,367125,4346832
Arkansas State,4157892,3775689,2010,13332956,729990,4669385
Arkansas State,3008922,4632858,2009,11051532,388667,3021085
Arkansas State,2873555,3527142,2008,10388098,389805,3597596
Arkansas State,2688976,3557200,2007,10392939,366264,3780499
Arkansas State,2527687,3614747,2006,10416949,387848,3886667
Arkansas State,2444751,3600669,2005,9424316,0,3378896
Maine,6352797,6805275,2014,19392653,147594,6086987
Maine,6410230,6550271,2013,18874083,165422,5748160
Maine,6051454,6651409,2012,18653080,374951,5575266
Maine,5713124,6282460,2011,18251605,435518,5820503
Maine,5738735,4418141,2010,16342570,450453,5735241
Maine,5480343,4662952,2009,16002374,157314,5701765
Maine,4793331,4402355,2008,15213760,526057,5492017
Maine,4338574,4524546,2007,14549068,548533,5137415
Maine,4029639,4899537,2006,14206055,397485,4879394
Maine,3620564,4305109,2005,13327987,514289,4888025
Appalachian State,4724072,6360734,2014,19320283,1056843,7178634
Appalachian State,4223727,6139437,2013,21395675,3649887,7382624
Appalachian State,3963863,5923261,2012,17238578,1012887,6338567
Appalachian State,3675867,5171567,2011,15454170,768965,5837771
Appalachian State,3705780,6482802,2010,16185310,432073,5564655
Appalachian State,2992105,6823151,2009,15785349,506546,5463547
Appalachian State,2777856,5074746,2008,13687188,862430,4972156
Appalachian State,2447225,3793928,2007,10513168,331326,3940689
Appalachian State,2402572,2688417,2006,9042340,474780,3476571
Appalachian State,2243746,2695477,2005,8011932,30668,3042041
Louisiana Tech,4593729,8267523,2014,19239017,522317,5855448
Louisiana Tech,4045359,8348886,2013,18444386,594389,5455752
Louisiana Tech,3954854,8797933,2012,18687576,444465,5490324
Louisiana Tech,3616304,7931850,2011,17135283,478131,5108998
Louisiana Tech,3300844,7932795,2010,16481887,507412,4740836
Louisiana Tech,3050385,7931615,2009,15966998,373053,4611945
Louisiana Tech,2778328,7173993,2008,14631914,359029,4320564
Louisiana Tech,2944982,6283583,2007,13186880,267925,3690390
Louisiana Tech,2734212,5993159,2006,12055688,252252,3076065
Louisiana Tech,2584136,4918447,2005,10996389,230103,3263703
Albany,5999446,6513104,2014,19020977,319950,6188477
Albany,4902528,5999715,2013,16378689,262919,5213527
Albany,4431006,5139444,2012,14982179,230185,5181544
Albany,4452804,4664498,2011,14808197,117475,5573420
Albany,4367664,5001635,2010,14869658,168237,5332122
Albany,3910036,5650899,2009,14835498,239604,5034959
Albany,3657388,5058426,2008,13337280,258082,4363384
Albany,2968480,4011260,2007,11051126,134179,3937207
Albany,2612616,3636375,2006,9862209,97271,3515947
Albany,2356066,2784789,2005,8580315,128217,3311243
Georgia Southern,5008649,5858925,2014,18109721,710072,6532075
Georgia Southern,4217092,4435883,2013,13200750,1090292,3457483
Georgia Southern,3806275,3578322,2012,11335102,950878,2999627
Georgia Southern,3306270,2853932,2011,11212578,816081,4236295
Georgia Southern,2445036,2782798,2010,10174594,785201,4161559
Georgia Southern,2262665,2494708,2009,9525178,716390,4051415
Georgia Southern,1958893,3191025,2008,9346897,593845,3603134
Georgia Southern,2184809,2879381,2007,9069380,641550,3363640
Georgia Southern,2366331,3120120,2006,9458911,641550,3330910
Georgia Southern,2021639,3040959,2005,8803187,567871,3172718
Idaho,5418987,8162751,2014,18920334,68293,5270303
Idaho,5807617,8103260,2013,19719585,158841,5649867
Idaho,5406255,7503001,2012,18371540,283230,5179054
Idaho,5117313,7004290,2011,17314106,64869,5127634
Idaho,4693851,5965826,2010,15658532,69516,4929339
Idaho,4252317,6404654,2009,15618281,52574,4908736
Idaho,4224748,6608830,2008,15610442,27089,4749775
Idaho,4106066,6162201,2007,14698552,25467,4404818
Idaho,3809148,5129193,2006,13269969,41329,4290299
Idaho,3626012,4382354,2005,11835622,30479,3796777
Montana State,4690319,7427592,2014,18610685,1559738,4933036
Montana State,4718512,6870329,2013,17963217,1866040,4508336
Montana State,4390596,7970461,2012,22583025,5820716,4401252
Montana State,4117377,11192478,2011,20723291,1163498,4249938
Montana State,3940202,5745225,2010,15027680,1245303,4096950
Montana State,3793987,6127814,2009,16151427,2033832,4195794
Montana State,3576722,5000020,2008,13435980,979352,3879886
Montana State,3464201,5055898,2007,13018559,854265,3644195
Montana State,3138679,3953373,2006,11499794,954440,3453302
Montana State,2972996,3203151,2005,10260543,958041,3126355
Vermont,6752462,5123015,2014,19071456,657961,6538018
Vermont,6310458,5133433,2013,18351709,690404,6217414
Vermont,6149925,5088824,2012,17949954,678855,6032350
Vermont,5584653,4897460,2011,17041171,754850,5804208
Vermont,5230292,4720771,2010,15991125,571172,5468890
Vermont,5022768,3678199,2009,14755780,608440,5446373
Vermont,4255511,4068422,2008,13718549,203781,5190835
Vermont,3833284,3839260,2007,13053227,911510,4469173
Vermont,3366146,3507360,2006,11669051,802156,3993389
Vermont,2942776,3751923,2005,11344091,832401,3816991
Kennesaw State,3873124,5804003,2014,16630159,509566,6443466
Kennesaw State,3431042,4820661,2013,13931038,808234,4871101
Kennesaw State,2963608,4278911,2012,12515027,945307,4327201
Kennesaw State,2449174,3767149,2011,10913206,687683,4009200
Kennesaw State,2606969,3214572,2010,9667428,329767,3516120
Kennesaw State,2844397,3148505,2009,9526647,385748,3147997
Kennesaw State,2203277,3315745,2008,8803097,444430,2839645
Kennesaw State,1998139,2556270,2007,6950793,330666,2065718
Kennesaw State,1758489,2073761,2006,5985758,334557,1818951
Kennesaw State,1256367,1598974,2005,4444665,129400,1459924
College of Charleston,4717726,7372686,2014,18121066,1306365,4724289
College of Charleston,4402119,6946460,2013,17400040,1634977,4416484
College of Charleston,3905362,5523337,2012,14456055,987856,4039500
College of Charleston,3836713,4681738,2011,12581763,448937,3614375
College of Charleston,3616091,4204474,2010,11506049,387295,3298189
College of Charleston,3202058,3863066,2009,10569937,256216,3248597
College of Charleston,2606133,3437082,2007,9015453,202082,2770156
College of Charleston,2518069,3963411,2006,9411661,199848,2730333
College of Charleston,2281973,2111836,2005,7555662,197515,2964338
Murray State,3852433,7121059,2014,15673736,288401,4411843
Murray State,3798850,6903493,2013,15107816,177533,4227940
Murray State,3784928,6239800,2012,14449057,310802,4113527
Murray State,3526009,5689694,2011,13328700,232015,3880982
Murray State,3443361,5703290,2010,13067174,166501,3754022
Murray State,3199195,4799855,2009,12121573,717891,3404632
Murray State,2933825,4652702,2008,11433161,420210,3426424
Murray State,2667176,4466426,2007,10815658,453621,3228435
Murray State,2469695,4542942,2006,10315771,145875,3157259
Murray State,2337173,3861436,2005,9062520,167033,2696878
East Tennessee State,3705369,5967681,2014,14808421,6397,5128974
East Tennessee State,3895319,6318402,2013,14771029,4533,4552775
East Tennessee State,3399124,4743454,2012,12449876,4206,4303092
East Tennessee State,3067657,4521812,2011,11430384,18864,3822051
East Tennessee State,2585822,4173530,2010,10375506,50058,3566096
East Tennessee State,2427277,4232256,2009,10117603,143255,3314815
East Tennessee State,2370515,3698224,2008,9384956,40402,3275815
East Tennessee State,2151577,3208312,2007,8547096,141669,3045538
East Tennessee State,2076906,2719290,2006,7487491,47391,2643904
East Tennessee State,1979589,2503890,2005,6940295,64444,2392372
Northern Iowa,3781642,7976536,2014,18103940,216875,6128887
Northern Iowa,3518766,7297192,2013,16771459,132451,5823050
Northern Iowa,3509104,7345394,2012,16890627,255737,5780392
Northern Iowa,3325630,6887220,2011,16029348,221163,5595335
Northern Iowa,3473946,6773254,2010,15801377,255355,5298822
Northern Iowa,3532538,8041460,2009,16985910,247255,5164657
Northern Iowa,3550278,7560331,2008,16347601,190806,5046186
Northern Iowa,3379545,6415110,2007,15023653,376583,4852415
Northern Iowa,3007935,7210281,2006,14636524,107609,4310699
Northern Iowa,2921562,6528916,2005,13738000,132946,4154576
California-Irvine,3134689,4386042,2014,16856259,995344,8340184
California-Irvine,2937793,3970179,2013,15304005,903798,7492235
California-Irvine,3114140,3953687,2012,15352662,779363,7505472
California-Irvine,2972502,3628750,2011,14783023,1126052,7055719
California-Irvine,2668170,3641517,2010,13955137,881495,6763955
California-Irvine,2621297,5379098,2009,15608400,726448,6881557
California-Irvine,2420281,3502258,2008,12092140,15869,6153732
California-Irvine,2621297,5379098,2007,15608400,726448,6881557
California-Irvine,2380524,3345409,2006,11298761,13571,5559257
California-Irvine,2296644,3065232,2005,10661258,41148,5258234
Long Beach State,2545903,6443406,2014,16703391,281182,7432900
Long Beach State,2660771,5649984,2013,15509188,167527,7030906
Long Beach State,2509256,6168705,2012,15547465,262135,6607369
Long Beach State,2297645,5412309,2011,14617857,454978,6452925
Long Beach State,2091955,5248163,2010,13302108,373539,5588451
Long Beach State,1845785,5298075,2009,13489661,488248,5857553
Long Beach State,1678762,5728378,2008,13302007,236722,5658145
Long Beach State,1553503,5682756,2007,12850581,195539,5418783
Long Beach State,1529424,4692009,2006,11231552,132172,4877947
Long Beach State,1527205,4962254,2005,11314837,206346,4619032
Lamar,5000568,4131528,2014,15880006,1827966,4919944
Lamar,4953132,4270213,2013,15239395,1831594,4184456
Lamar,4323696,4103056,2012,14390771,1936240,4027779
Lamar,3622638,4020255,2011,13341523,1847313,3851317
Lamar,2888729,3913815,2010,10073831,58715,3212572
Lamar,1725750,3385397,2009,8193497,198833,2883517
Lamar,1870915,2637430,2008,6788789,127196,2153248
Lamar,1618886,2308485,2007,6135565,180668,2027526
Lamar,1431198,2041901,2006,5255338,152438,1629801
Lamar,1372917,1630834,2005,4706768,185884,1517133
Tennessee-Chattanooga,4922157,4935130,2014,16046057,444255,5744515
Tennessee-Chattanooga,4560069,4517991,2013,14779261,365881,5335320
Tennessee-Chattanooga,4101853,5695351,2012,15110268,281745,5031319
Tennessee-Chattanooga,3501891,5263358,2011,13772577,328356,4678972
Tennessee-Chattanooga,3463463,5000070,2010,13115269,304601,4347135
Tennessee-Chattanooga,3499909,5893762,2009,14011719,381104,4236944
Tennessee-Chattanooga,3333942,4408204,2008,12125537,270627,4112764
Tennessee-Chattanooga,2991380,4175043,2007,11045444,264571,3614450
Tennessee-Chattanooga,2995707,4196035,2006,10992234,231623,3568869
Tennessee-Chattanooga,2720262,3723585,2005,10070959,367857,3259255
Stephen F. Austin,3566296,5559619,2014,15924910,1199751,5599244
Stephen F. Austin,3381277,4264272,2013,13611753,1144121,4822083
Stephen F. Austin,3307298,3745115,2012,12770652,1189251,4528988
Stephen F. Austin,3038823,4908750,2011,14479267,2036955,4494739
Stephen F. Austin,2620252,4643008,2010,13821642,2194306,4364076
Stephen F. Austin,3060899,4005443,2009,12664561,1579551,4018668
Stephen F. Austin,2733902,4239550,2008,12114937,1166718,3974767
Stephen F. Austin,2471352,4350211,2007,11692888,1226278,3645047
Stephen F. Austin,2104595,4110454,2006,11013848,1492265,3306534
Stephen F. Austin,1751763,3537185,2005,8754210,532522,2932740
South Dakota State,3618226,6350384,2014,15700589,484274,5247705
South Dakota State,3190134,6547105,2013,15079750,489850,4852661
South Dakota State,3035045,6338735,2012,14115098,494830,4246488
South Dakota State,2734141,5831768,2011,13106871,546070,3994892
South Dakota State,2664974,5488528,2010,12345511,558612,3633397
South Dakota State,2402154,5139394,2009,10723155,354003,2827604
South Dakota State,2275567,5485607,2008,10602137,310000,2530963
South Dakota State,1742665,4294150,2007,8398190,236694,2124681
South Dakota State,1289157,3468177,2006,7506991,871904,1877753
South Dakota State,968572,2777822,2005,6199905,181663,2271848
California-Santa Barbara,3833022,4698572,2014,15980965,703515,6745856
California-Santa Barbara,3796967,4822030,2013,15708702,906612,6183093
California-Santa Barbara,3754978,5150367,2012,16293499,1188100,6200054
California-Santa Barbara,3422229,5027252,2011,14937402,983578,5504343
California-Santa Barbara,3307065,4376962,2010,13403268,328660,5390581
California-Santa Barbara,3051001,4785879,2009,13331600,193281,5301439
California-Santa Barbara,2846394,4740369,2008,12965695,328672,5050260
California-Santa Barbara,2696554,4516999,2007,12243893,405950,4624390
California-Santa Barbara,2506402,3926493,2006,11027143,318665,4275583
California-Santa Barbara,2262892,3145747,2005,9669175,339275,3921261
Binghamton,4057410,5580675,2014,14806604,214252,4954267
Binghamton,3840532,5821205,2013,14459595,138165,4659693
Binghamton,3456027,5633158,2012,13874420,158731,4626504
Binghamton,2986973,6411587,2011,13944961,105060,4441341
Binghamton,2784742,5108259,2010,12488686,116603,4479082
Binghamton,2637878,9001821,2009,18316405,139407,6537299
Binghamton,2461835,8934206,2008,17731622,526178,5809403
Binghamton,2164978,8251374,2007,15998149,184343,5397454
Binghamton,2186169,6877191,2006,14013576,288967,4661249
Binghamton,2087548,6413302,2005,12999999,289668,4209481
California-Riverside,3121599,7143231,2014,15685813,152784,5268199
California-Riverside,3293577,7138045,2013,16006591,271316,5303653
California-Riverside,2852971,6700899,2012,14707554,87282,5066402
California-Riverside,2732870,6099593,2011,13457926,32881,4592582
